Gene ID	Common Name	Annotation	logFC: YPS606 (WT) EtOH response	Pvalue: YPS606 (WT) EtOH response	FDR: YPS606 (WT) EtOH response	logFC: YPS606 msn2/4ÆÆ EtOH response	Pvalue: YPS606 msn2/4ÆÆ  EtOH response	FDR: YPS606 msn2/4ÆÆ  EtOH response	logFC: WT v msn2/4ÆÆ: EtOH response	Pvalue: WT v msn2/4ÆÆ: EtOH response	FDR: WT v msn2/4ÆÆ: EtOH response	logFC: WT v msn2/4ÆÆ: unstressed	Pvalue: WT v msn2/4ÆÆ: unstressed	FDR: WT v msn2/4ÆÆ:unstressed	logFC: WT v msn2/4ÆÆ: EtOH absolute	Pvalue: WT v msn2/4ÆÆ: EtOH absolute	FDR: WT v msn2/4ÆÆ: EtOH absolute			
YOR054C	VHS3	Negative regulatory subunit of protein phosphatase 1 Ppz1p	2.561324062	4.52E-19	2.60E-18	2.263097097	2.88E-17	2.05E-16	-0.298226965	0.210696941	0.394140914	0.175919163	0.33560766	0.998531082	-0.122307802	0.419043191	0.534222061			
YNL258C	DSL1	Peripheral membrane protein needed for Golgi-to-ER retrograde traffic	0.220898609	0.019827353	0.026181749	0.384254777	0.000113521	0.000210376	0.163356167	0.21091893	0.394427992	0.079346073	0.393090454	0.998531082	0.24270224	0.009872581	0.025934468			
YDL237W	AIM6	Protein of unknown function	0.885047062	2.95E-11	8.56E-11	0.705429709	1.07E-08	2.99E-08	-0.179617353	0.211286787	0.394900543	-0.010594054	0.917259505	0.998531082	-0.190211407	0.060798429	0.115573235			
YNL082W	PMS1	ATP-binding protein required for mismatch repair	-0.508712885	9.66E-05	0.000161771	-0.299675681	0.012162582	0.017515091	0.209037204	0.211308838	0.394900543	0.228938895	0.054079296	0.998531082	0.437976099	0.000547629	0.002151641			
YIL043C	CBR1	Cytochrome b reductase and NADH-dependent reductase for Dph3p	-0.868277634	2.85E-11	8.29E-11	-0.692705447	9.50E-09	2.66E-08	0.175572187	0.211451363	0.394910462	-0.088434059	0.370090216	0.998531082	0.087138128	0.379437772	0.494575139			
YNL059C	ARP5	Nuclear actin-related protein involved in chromatin remodeling	-0.546387674	0.009644464	0.013233262	-0.188601144	0.344180914	0.389368188	0.357786531	0.211401501	0.394910462	0.168383952	0.401024694	0.998531082	0.526170483	0.011914414	0.03018458			
YAL003W	EFB1	Translation elongation factor 1 beta	-0.689327954	1.08E-10	2.97E-10	-0.542857866	4.01E-08	1.05E-07	0.146470088	0.211666409	0.395057534	-0.004136158	0.959849414	0.998929735	0.14233393	0.088633543	0.156149986			
YPL124W	SPC29	Inner plaque spindle pole body (SPB) component	-0.195456723	0.445192986	0.481045772	0.251173657	0.309649833	0.354201995	0.44663038	0.211667379	0.395057534	0.042897812	0.86588343	0.998531082	0.489528192	0.052388699	0.102742539			
YLR274W	MCM5	Component of the Mcm2-7 hexameric helicase complex	0.303672384	0.000637072	0.000984269	0.451335566	1.97E-06	4.39E-06	0.147663182	0.211960267	0.395354944	-0.030892816	0.712515035	0.998531082	0.116770366	0.159320582	0.251798261			
YNL066W	SUN4	Cell wall protein related to glucanases localized in birth scars	-1.378558759	2.53E-12	8.02E-12	-1.632851274	1.46E-14	7.44E-14	-0.254292514	0.211964099	0.395354944	-0.01010745	0.942930494	0.998531082	-0.264399965	0.072335331	0.13260629			
YKL165C	MCD4	Protein involved in GPI anchor synthesis	1.697436379	5.08E-19	2.91E-18	1.50071711	3.89E-17	2.74E-16	-0.19671927	0.212063559	0.395412325	-0.088584395	0.427555594	0.998531082	-0.285303665	0.012193458	0.030810161			
YMR167W	MLH1	Protein required for mismatch repair in mitosis and meiosis	0.010094302	0.922336294	0.932706906	0.192907124	0.063637297	0.082853717	0.182812822	0.212488774	0.396076874	0.08588778	0.410331809	0.998531082	0.268700602	0.010875892	0.02800968			
YKL222C	YKL222C	Protein of unknown function	0.04287129	0.766440694	0.791182323	-0.211447433	0.141068158	0.173205699	-0.254318723	0.212827909	0.396580591	0.24941939	0.088507974	0.998531082	-0.004899333	0.972513423	0.980004773			
YGR113W	DAM1	Essential subunit of the Dam1 complex (aka DASH complex)	-0.415906475	0.001874295	0.002777662	-0.193994673	0.12112534	0.150745397	0.221911802	0.212995289	0.396746463	0.10049276	0.421324412	0.998531082	0.322404562	0.013025451	0.032498698			
YPL188W	POS5	Mitochondrial NADH kinase	0.683381604	2.29E-08	5.24E-08	0.862583863	5.95E-11	2.08E-10	0.179202259	0.213054781	0.396746463	-0.035162414	0.733524881	0.998531082	0.144039845	0.148231931	0.237600389			
YHL040C	ARN1	ARN family transporter for siderophore-iron chelates	-0.237160722	0.064891587	0.080360579	-0.01323829	0.91649195	0.929900876	0.223922432	0.213252794	0.396986766	-0.303902751	0.019767328	0.903460166	-0.079980319	0.52617953	0.634546276			
YLR332W	MID2	O-glycosylated plasma membrane protein	-0.015569834	0.879978861	0.893325983	-0.198414855	0.05941349	0.077776676	-0.182845021	0.213861922	0.39799199	0.003006504	0.976778617	0.998929735	-0.179838517	0.085807337	0.152205557			
YDR498C	SEC20	Membrane glycoprotein v-SNARE	-0.120034062	0.20628547	0.236106416	0.045986776	0.622133988	0.662088191	0.166020838	0.213985967	0.398001506	0.027426269	0.77087936	0.998531082	0.193447108	0.042556262	0.086647981			
YPR121W	THI22	Protein with similarity to hydroxymethylpyrimidine phosphate kinases	0.566125771	0.002410408	0.003530358	0.877852132	7.66E-06	1.60E-05	0.311726361	0.214005327	0.398001506	-0.00078309	0.996587686	0.998929735	0.310943271	0.06612179	0.123892261			
YJL193W	YJL193W	Putative protein of unknown function	-0.709307905	7.27E-07	1.46E-06	-0.492343776	0.000193731	0.000349456	0.216964129	0.214240848	0.398310827	0.038318599	0.75224703	0.998531082	0.255282727	0.043612423	0.088547833			
YJL121C	RPE1	D-ribulose-5-phosphate 3-epimerase	-1.181385645	1.94E-10	5.26E-10	-1.434626116	8.29E-13	3.49E-12	-0.253240471	0.214485744	0.398637372	-0.041930868	0.767452683	0.998531082	-0.295171339	0.045658678	0.091992798			
YGR225W	AMA1	Activator of meiotic anaphase promoting complex (APC/C)	2.71545561	3.57E-09	8.77E-09	2.003662976	3.03E-06	6.61E-06	-0.711792634	0.214608327	0.398736452	0.200635828	0.678382582	0.998531082	-0.511156806	0.083272126	0.148762992			
YDR523C	SPS1	STE20-family GCKIII protein kinase	1.402567421	5.62E-06	1.05E-05	0.913245231	0.001632545	0.002630719	-0.48932219	0.214820134	0.399001191	0.150524885	0.621954855	0.998531082	-0.338797305	0.170076978	0.26501437			
YBR221C	PDB1	E1 beta subunit of the pyruvate dehydrogenase (PDH) complex	0.18293756	0.132021044	0.156264267	-0.029156526	0.807893351	0.833225968	-0.212094087	0.214950618	0.39911476	-0.05910929	0.622602377	0.998531082	-0.271203376	0.027851938	0.060910241			
YIL126W	STH1	ATPase component of the RSC chromatin remodeling complex	-0.48272624	0.00013888	0.000228529	-0.277978178	0.019672091	0.027437013	0.204748062	0.215099283	0.399262003	0.181108579	0.122375313	0.998531082	0.385856641	0.001693737	0.005731423			
YCR087C-A	YCR087C-A	Putative protein of unknown function	-4.310711444	4.69E-30	1.36E-28	-4.039423797	1.34E-29	6.91E-28	0.271287646	0.215495445	0.39964355	-0.132125246	0.260560388	0.998531082	0.1391624	0.448578881	0.56332812			
YDL239C	ADY3	Protein required for spore wall formation	1.609930375	6.09E-11	1.72E-10	1.279849955	1.29E-08	3.57E-08	-0.330080421	0.21551313	0.39964355	0.307307624	0.131571906	0.998531082	-0.022772796	0.894306337	0.925744367			
YDR051C	DET1	Acid phosphatase	0.188825269	0.086451448	0.105159453	0.379091887	0.000903739	0.00149868	0.190266618	0.215431033	0.39964355	0.130813212	0.233297028	0.998531082	0.32107983	0.004053678	0.01213363			
YBR002C	RER2	Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1	-0.161838136	0.086288006	0.105005023	-0.325788279	0.000997838	0.001644041	-0.163950142	0.215673025	0.399811251	-0.047256348	0.611250041	0.998531082	-0.21120649	0.026933863	0.05938731			
YBR297W	MAL33	MAL-activator protein	2.661280791	1.07E-15	4.40E-15	2.252728891	9.49E-13	3.96E-12	-0.4085519	0.215932814	0.400163965	-0.202213962	0.450311381	0.998531082	-0.610765862	0.001936274	0.006423741			
YLR383W	SMC6	Subunit of the SMC5-SMC6 complex	-0.872996938	4.55E-06	8.56E-06	-0.581738945	0.000802734	0.001342399	0.291257994	0.216022158	0.400200689	0.125251193	0.440229648	0.998531082	0.416509187	0.016695499	0.040058064			
YDR322C-A	TIM11	Subunit e of mitochondrial F1F0-ATPase	-0.151055592	0.199457112	0.229202463	-0.356746554	0.003672164	0.005626025	-0.205690962	0.216744866	0.401281264	-0.05035498	0.666527265	0.998531082	-0.256045942	0.032658048	0.069339626			
YMR013C-A	NA	NA	1.169363517	0.220938829	0.251926288	-0.767371764	0.531049621	0.575220478	-1.936735281	0.216679392	0.401281264	-0.413766221	0.710874645	0.998531082	-2.350501501	0.026925189	0.05938731			
YOL059W	GPD2	NAD-dependent glycerol 3-phosphate dehydrogenase	1.657752899	1.67E-15	6.78E-15	1.419252029	2.30E-13	1.03E-12	-0.23850087	0.217169356	0.401808682	-0.305451832	0.0288068	0.991653974	-0.543952703	0.000212868	0.000949819			
YOR305W	RRG7	Protein of unknown function	-0.715225999	5.62E-06	1.05E-05	-0.473607872	0.001027053	0.001690511	0.241618127	0.217099824	0.401808682	0.134291973	0.324139298	0.998531082	0.3759101	0.009350018	0.024710149			
YHL006C	SHU1	Component of Shu complex (aka PCSS complex)	-0.332462251	0.322868798	0.35821758	0.240774324	0.448613009	0.493637255	0.573236576	0.217343696	0.402002029	0.002432609	0.994240868	0.998929735	0.575669185	0.078289413	0.141264533			
YPL186C	UIP4	Protein required for nuclear envelope integrity	3.708208877	8.26E-13	2.69E-12	2.695409469	7.13E-06	1.49E-05	-1.012799408	0.217528515	0.402214626	-1.268458885	0.057104938	0.998531082	-2.281258293	2.97E-09	4.08E-08			
YCR035C	RRP43	Exosome non-catalytic core component	-0.835657457	3.57E-09	8.76E-09	-0.636421623	1.08E-06	2.46E-06	0.199235833	0.2182729	0.403199477	-0.01058713	0.92487729	0.998531082	0.188648703	0.104942953	0.179243809			
YHR023W	MYO1	Type II myosin heavy chain	-1.280433237	4.46E-11	1.28E-10	-1.025279187	6.72E-09	1.92E-08	0.25515405	0.218233247	0.403199477	0.278853103	0.05471872	0.998531082	0.534007152	0.000772296	0.002890335			
YJL129C	TRK1	Component of the Trk1p-Trk2p potassium transport system	0.176779828	0.041306906	0.0525326	0.028410244	0.736511733	0.768975428	-0.148369585	0.218230731	0.403199477	0.105352904	0.217705951	0.998531082	-0.04301668	0.61000116	0.708313604			
YOR135C	NA	NA	2.868704233	0.006701302	0.00934869	0.834347969	0.453170469	0.498080813	-2.034356264	0.218341343	0.403199477	0.542016601	0.693845842	0.998531082	-1.492339662	0.07003251	0.129741592			
YKR010C	TOF2	Protein required for rDNA silencing and mitotic rDNA condensation	-0.712220631	8.45E-06	1.55E-05	-0.46590106	0.001580171	0.002553471	0.246319571	0.21883757	0.403868664	0.071341931	0.60781548	0.998531082	0.317661502	0.029577215	0.064002424			
YPL157W	TGS1	"Trimethyl guanosine synthase, conserved nucleolar methyl transferase"	-1.532675379	1.17E-15	4.80E-15	-1.313452989	1.08E-13	4.96E-13	0.21922239	0.218844052	0.403868664	-0.092154172	0.442758335	0.998531082	0.127068217	0.331287656	0.445847965			
YNR042W	NA	NA	0.254621614	0.753110613	0.779238664	1.935281309	0.074213586	0.095671534	1.680659695	0.218952945	0.403940112	-1.820854271	0.107621532	0.998531082	-0.140194576	0.85354047	0.899008626			
YMR021C	MAC1	Copper-sensing transcription factor	-0.814611957	3.93E-07	8.13E-07	-1.055084325	9.65E-10	2.98E-09	-0.240472368	0.219166742	0.404204988	0.049380114	0.710266666	0.998531082	-0.191092254	0.181234435	0.278906151			
YBR171W	SEC66	Non-essential subunit of Sec63 complex	0.358776341	0.001516046	0.002268944	0.545166607	5.78E-06	1.22E-05	0.186390266	0.219396123	0.404498426	0.024366141	0.820496802	0.998531082	0.210756407	0.050528344	0.099979769			
YBR041W	FAT1	Very long chain fatty acyl-CoA synthetase and fatty acid transporter	1.172229112	2.02E-21	1.55E-20	1.055302317	1.03E-19	1.01E-18	-0.116926795	0.219828344	0.405071419	0.03794324	0.574300776	0.998531082	-0.078983555	0.236442892	0.344025603			
YPL170W	DAP1	Heme-binding protein	-0.409569968	0.009759844	0.013382006	-0.674953637	4.98E-05	9.59E-05	-0.265383669	0.219847657	0.405071419	0.135261575	0.368291052	0.998531082	-0.130122094	0.398667125	0.513706732			
YDR152W	GIR2	Highly-acidic RWD domain-containing cytoplasmic protein	-0.964791735	4.12E-09	1.00E-08	-0.734733387	1.20E-06	2.73E-06	0.230058348	0.220155778	0.405509331	-0.019441389	0.881273852	0.998531082	0.210616959	0.118139942	0.197966086			
YHR216W	IMD2	Inosine monophosphate dehydrogenase	-1.716742436	3.94E-09	9.63E-09	-1.310571733	5.73E-07	1.34E-06	0.406170703	0.220454314	0.405799499	-0.09337712	0.657875082	0.998531082	0.312793583	0.219283062	0.324638195			
YLR077W	FMP25	Protein required for assembly of respiratory complex III	0.584006995	4.52E-07	9.31E-07	0.757520076	1.26E-09	3.84E-09	0.173513081	0.220396896	0.405799499	-0.102686105	0.315494408	0.998531082	0.070826976	0.465457691	0.579531575			
YER066C-A	NA	NA	5.15372995	6.60E-07	1.34E-06	1.19734005	0.472014087	0.51642522	-3.9563899	0.220841343	0.405972458	-0.649648635	0.723763806	0.998531082	-4.606038536	4.29E-07	3.79E-06			
YNL169C	PSD1	Phosphatidylserine decarboxylase of the mitochondrial inner membrane	0.475617645	1.41E-05	2.55E-05	0.304579789	0.003183812	0.004918417	-0.171037855	0.220900927	0.405972458	-0.139484785	0.161858998	0.998531082	-0.31052264	0.002498247	0.008020029			
YNL331C	AAD14	Putative aryl-alcohol dehydrogenase	0.010502378	0.936462352	0.944502768	0.240266583	0.072614161	0.093714598	0.229764205	0.220821241	0.405972458	-0.125621365	0.349659516	0.998531082	0.10414284	0.422690458	0.538037655			
YOL076W	MDM20	Non-catalytic subunit of the NatB N-terminal acetyltransferase	-0.722418189	1.15E-08	2.71E-08	-0.542331208	3.54E-06	7.63E-06	0.180086981	0.220727596	0.405972458	0.042481317	0.678783889	0.998531082	0.222568298	0.036459512	0.076202234			
YOR144C	ELG1	Subunit of an alternative replication factor C complex	-1.20111703	5.75E-14	2.07E-13	-1.008962856	5.75E-12	2.20E-11	0.192154174	0.220623169	0.405972458	0.066795799	0.531448584	0.998531082	0.258949974	0.026474847	0.058611238			
YOL061W	PRS5	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase	-1.29579545	4.44E-15	1.74E-14	-1.103884791	6.54E-13	2.78E-12	0.19191066	0.220988984	0.406004658	-0.10807585	0.326351128	0.998531082	0.08383481	0.448916272	0.563568606			
YBR163W	EXO5	Mitochondrial 5'-3' exonuclease and sliding exonuclease	0.139033193	0.121198762	0.144375015	0.293187884	0.001699485	0.002725616	0.154154691	0.221143705	0.406029719	-0.048372833	0.588825886	0.998531082	0.105781857	0.22952455	0.336168782			
YJL147C	SMT1	Translational repressor of the mitochondrial ATP6/8 mRNA	-0.380585903	0.028254511	0.036670341	-0.088757315	0.593055563	0.635566527	0.291828587	0.221102737	0.406029719	-0.070472415	0.673726296	0.998531082	0.221356172	0.189881784	0.289755977			
YIL097W	FYV10	Subunit of GID complex	2.351157118	7.27E-20	4.58E-19	2.084944725	2.00E-17	1.45E-16	-0.266212393	0.221259219	0.406112266	-0.228467531	0.184206117	0.998531082	-0.494679925	0.000461062	0.001855857			
YER016W	BIM1	Microtubule plus end-tracking protein	-0.713819703	4.56E-06	8.57E-06	-0.478151848	0.000785037	0.001314331	0.235667855	0.221567364	0.406548214	0.208187765	0.124003558	0.998531082	0.44385562	0.002147586	0.007015611			
YKR048C	NAP1	Histone chaperone and assembly chaperone for Rps6a/b	-0.346262679	0.000101965	0.000170267	-0.20452812	0.015082702	0.021399071	0.141734559	0.222019542	0.407248083	-0.039977641	0.623609707	0.998531082	0.101756918	0.215254855	0.319991463			
YAL042W	ERV46	Protein localized to COPII-coated vesicles	-0.016940375	0.877402741	0.891182315	0.174146133	0.117399555	0.146406791	0.191086508	0.222108643	0.407281729	-0.026856806	0.807007446	0.998531082	0.164229702	0.138784952	0.225280931			
YJL047C-A	YJL047C-A	NA	2.189749368	3.79E-08	8.51E-08	2.813752969	3.54E-10	1.15E-09	0.624003601	0.222216862	0.407350401	-0.507265157	0.239579179	0.998531082	0.116738444	0.668252326	0.756432722			
YOR031W	CRS5	Copper-binding metallothionein	0.435446132	0.048279468	0.061009136	0.060158795	0.779917068	0.808719626	-0.375287337	0.222294957	0.407363825	0.129910922	0.561880066	0.998531082	-0.245376415	0.240303446	0.348146648			
YGR212W	SLI1	N-acetyltransferase	0.573511707	7.23E-05	0.000122339	0.80138439	1.82E-07	4.46E-07	0.227872683	0.222631389	0.407552534	0.022398723	0.868963234	0.998531082	0.250271406	0.051993637	0.102037291			
YHR032W	ERC1	Member of the multi-drug and toxin extrusion (MATE) family	-1.284206039	1.15E-13	4.01E-13	-1.493968828	8.69E-16	5.18E-15	-0.209762788	0.222681153	0.407552534	-0.008381185	0.943950477	0.998531082	-0.218143974	0.079022811	0.1423645			
YLR094C	GIS3	Protein of unknown function	-0.194499128	0.036906963	0.047241057	-0.352810994	0.000333602	0.000583475	-0.158311867	0.222584473	0.407552534	-0.065527304	0.472639155	0.998531082	-0.223839171	0.017360145	0.041342572			
YPR016C	TIF6	Constituent of 66S pre-ribosomal particles	-1.502061871	4.14E-19	2.40E-18	-1.332266894	2.72E-17	1.94E-16	0.169794977	0.222556207	0.407552534	-0.120897923	0.217780622	0.998531082	0.048897053	0.618110796	0.7160084			
YLR429W	CRN1	Coronin	1.147767457	8.68E-22	7.04E-21	1.259021361	2.50E-23	4.11E-22	0.111253904	0.222784465	0.407612008	0.00706206	0.912642572	0.998531082	0.118315965	0.067969596	0.126583254			
YKL054C	DEF1	RNAPII degradation factor	-0.698715144	1.22E-06	2.43E-06	-0.482508073	0.00032406	0.000567993	0.21620707	0.222966537	0.407815502	0.126889224	0.309632554	0.998531082	0.343096295	0.008248456	0.022332132			
YIL002W-A	CMI7	Putative mitochondrial protein of unknown function	-0.691153649	0.000808727	0.001237383	-0.360564679	0.059623554	0.07803392	0.33058897	0.223081387	0.407894924	0.074406911	0.69242848	0.998531082	0.404995881	0.040068803	0.08248785			
YOR366W	NA	NA	0.566972214	0.237001155	0.26864487	-0.286673973	0.570869233	0.614306095	-0.853646187	0.223151688	0.407894924	-0.001009416	0.998184548	0.999399941	-0.854655603	0.071965217	0.132047112			
YDR308C	SRB7	Subunit of the RNA polymerase II mediator complex	-1.041489078	1.67E-06	3.28E-06	-0.7192862	0.000262686	0.00046581	0.322202878	0.223382074	0.408186418	0.151448721	0.403441225	0.998531082	0.473651599	0.016184674	0.038982892			
YAR073W	NA	NA	-1.042966315	0.181002986	0.209586238	-2.483097077	0.00463615	0.007029947	-1.440130761	0.223688702	0.408617001	0.273765799	0.684162053	0.998531082	-1.166364962	0.232017981	0.338958249			
YPL055C	LGE1	Protein involved in histone H2B ubiquitination	-1.63020691	1.57E-10	4.30E-10	-1.295325696	1.45E-08	3.98E-08	0.334881214	0.223988198	0.409034285	0.082682809	0.645522498	0.998531082	0.417564023	0.047451586	0.095200882			
YCR107W	AAD3	Putative aryl-alcohol dehydrogenase	-0.513939564	0.00440172	0.006280689	-0.220935884	0.187870375	0.225711099	0.29300368	0.224357123	0.409578052	0.106078859	0.528455975	0.998531082	0.399082539	0.022927255	0.052017848			
YBR188C	NTC20	Member of the NineTeen Complex (NTC)	-0.585559634	0.008989378	0.012359072	-0.220693598	0.28697352	0.331225102	0.364866036	0.224601585	0.409894333	0.152650693	0.465490098	0.998531082	0.517516729	0.018504232	0.043687596			
YMR066W	SOV1	Mitochondrial protein of unknown function	-0.492679061	0.002373569	0.003479945	-0.228331028	0.138282522	0.170003032	0.264348033	0.225076766	0.410631336	-0.119333976	0.434649463	0.998531082	0.145014056	0.347298406	0.461780926			
YDR090C	ILT1	Protein of unknown function	-0.098523271	0.403040495	0.440292482	0.102374148	0.37538507	0.420291084	0.200897419	0.225317689	0.410940626	0.140793298	0.232891747	0.998531082	0.341690717	0.004672608	0.013673377			
YFR025C	HIS2	Histidinolphosphatase	1.366774611	1.43E-18	7.74E-18	1.526987122	2.30E-20	2.50E-19	0.160212512	0.225533636	0.411204185	0.033258859	0.729106639	0.998531082	0.19347137	0.034680205	0.07306708			
YAL014C	SYN8	Endosomal SNARE related to mammalian syntaxin 8	0.010762492	0.925474774	0.935223455	0.209539467	0.073740108	0.095103756	0.198776975	0.225710876	0.411397024	-0.147676338	0.208356545	0.998531082	0.051100636	0.653722678	0.744230169			
YLL032C	YLL032C	Protein of unknown function	-0.518027891	9.49E-06	1.74E-05	-0.340033726	0.001685116	0.002706341	0.177994165	0.225928325	0.411663006	0.145409413	0.160858176	0.998531082	0.323403578	0.003032047	0.009438866			
YIL067C	YIL067C	Uncharacterized protein of unknown function	0.48677286	1.26E-05	2.28E-05	0.65835012	3.72E-08	9.82E-08	0.17157726	0.22621721	0.412058944	-0.090091552	0.376789364	0.998531082	0.081485708	0.404178456	0.519297141			
